activity_id,phase,grade_band,subject,strand,skill,skill_code,title,mechanic,learning_goal,prerequisite,item_count,expected_duration_min,feedback_type,mastery_rule,remediation_trigger,extension_unlock,reward_points,assets_needed,dashboard_metrics,downloadable_pair,accessibility_notes,version,canonical_telemetry_signals,feedback_mapping_required
LEA-EY-ACT-0043,Early Years Interactive Engine,Kindergarten,Literacy,Phonemic Awareness,isolate initial/final sounds,EY-KIN-LIT-PHO-03,Phonemic Awareness: Isolate Initial/Final Sounds - Find the Mistake 3,Find the Mistake,Learner can isolate initial/final sounds through a short guided find the mistake activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",16,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0044,Early Years Interactive Engine,Kindergarten,Literacy,Phonemic Awareness,isolate initial/final sounds,EY-KIN-LIT-PHO-04,Phonemic Awareness: Isolate Initial/Final Sounds - Read and Record 4,Read and Record,Learner can isolate initial/final sounds through a short guided read and record activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",18,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0045,Early Years Interactive Engine,Kindergarten,Literacy,Phonics,short vowel CVC decoding,EY-KIN-LIT-PHO-01,Phonics: Short Vowel Cvc Decoding - Find the Mistake 1,Find the Mistake,Learner can short vowel CVC decoding through a short guided find the mistake activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",12,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0046,Early Years Interactive Engine,Kindergarten,Literacy,Phonics,short vowel CVC decoding,EY-KIN-LIT-PHO-02,Phonics: Short Vowel Cvc Decoding - Read and Record 2,Read and Record,Learner can short vowel CVC decoding through a short guided read and record activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",14,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0047,Early Years Interactive Engine,Kindergarten,Literacy,Phonics,short vowel CVC decoding,EY-KIN-LIT-PHO-03,Phonics: Short Vowel Cvc Decoding - Tap the Sound 3,Tap the Sound,Learner can short vowel CVC decoding through a short guided tap the sound activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",16,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0048,Early Years Interactive Engine,Kindergarten,Literacy,Phonics,short vowel CVC decoding,EY-KIN-LIT-PHO-04,Phonics: Short Vowel Cvc Decoding - Drag to Build 4,Drag to Build,Learner can short vowel CVC decoding through a short guided drag to build activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",18,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0049,Early Years Interactive Engine,Kindergarten,Literacy,High-Frequency Words,read common function words,EY-KIN-LIT-HIG-01,High-Frequency Words: Read Common Function Words - Tap the Sound 1,Tap the Sound,Learner can read common function words through a short guided tap the sound activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",12,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0050,Early Years Interactive Engine,Kindergarten,Literacy,High-Frequency Words,read common function words,EY-KIN-LIT-HIG-02,High-Frequency Words: Read Common Function Words - Drag to Build 2,Drag to Build,Learner can read common function words through a short guided drag to build activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",14,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0051,Early Years Interactive Engine,Kindergarten,Literacy,High-Frequency Words,read common function words,EY-KIN-LIT-HIG-03,High-Frequency Words: Read Common Function Words - Blend Builder 3,Blend Builder,Learner can read common function words through a short guided blend builder activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",16,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0052,Early Years Interactive Engine,Kindergarten,Literacy,High-Frequency Words,read common function words,EY-KIN-LIT-HIG-04,High-Frequency Words: Read Common Function Words - Find the Mistake 4,Find the Mistake,Learner can read common function words through a short guided find the mistake activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",18,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0053,Early Years Interactive Engine,Kindergarten,Literacy,Fluency,read phrases with expression,EY-KIN-LIT-FLU-01,Fluency: Read Phrases With Expression - Blend Builder 1,Blend Builder,Learner can read phrases with expression through a short guided blend builder activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",12,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0054,Early Years Interactive Engine,Kindergarten,Literacy,Fluency,read phrases with expression,EY-KIN-LIT-FLU-02,Fluency: Read Phrases With Expression - Find the Mistake 2,Find the Mistake,Learner can read phrases with expression through a short guided find the mistake activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",14,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0055,Early Years Interactive Engine,Kindergarten,Literacy,Fluency,read phrases with expression,EY-KIN-LIT-FLU-03,Fluency: Read Phrases With Expression - Read and Record 3,Read and Record,Learner can read phrases with expression through a short guided read and record activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",16,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0056,Early Years Interactive Engine,Kindergarten,Literacy,Fluency,read phrases with expression,EY-KIN-LIT-FLU-04,Fluency: Read Phrases With Expression - Tap the Sound 4,Tap the Sound,Learner can read phrases with expression through a short guided tap the sound activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",18,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0057,Early Years Interactive Engine,Kindergarten,Literacy,Comprehension,answer who/what/where questions,EY-KIN-LIT-COM-01,Comprehension: Answer Who/What/Where Questions - Read and Record 1,Read and Record,Learner can answer who/what/where questions through a short guided read and record activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",12,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0058,Early Years Interactive Engine,Kindergarten,Literacy,Comprehension,answer who/what/where questions,EY-KIN-LIT-COM-02,Comprehension: Answer Who/What/Where Questions - Tap the Sound 2,Tap the Sound,Learner can answer who/what/where questions through a short guided tap the sound activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",14,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0059,Early Years Interactive Engine,Kindergarten,Literacy,Comprehension,answer who/what/where questions,EY-KIN-LIT-COM-03,Comprehension: Answer Who/What/Where Questions - Drag to Build 3,Drag to Build,Learner can answer who/what/where questions through a short guided drag to build activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",16,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0060,Early Years Interactive Engine,Kindergarten,Literacy,Comprehension,answer who/what/where questions,EY-KIN-LIT-COM-04,Comprehension: Answer Who/What/Where Questions - Blend Builder 4,Blend Builder,Learner can answer who/what/where questions through a short guided blend builder activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",18,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0061,Early Years Interactive Engine,Kindergarten,Math,Counting,count to 20 and compare sets,EY-KIN-MAT-COU-01,Counting: Count To 20 And Compare Sets - Trace and Say 1,Trace and Say,Learner can count to 20 and compare sets through a short guided trace and say activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",12,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0062,Early Years Interactive Engine,Kindergarten,Math,Counting,count to 20 and compare sets,EY-KIN-MAT-COU-02,Counting: Count To 20 And Compare Sets - Math Mission 2,Math Mission,Learner can count to 20 and compare sets through a short guided math mission activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",14,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0063,Early Years Interactive Engine,Kindergarten,Math,Counting,count to 20 and compare sets,EY-KIN-MAT-COU-03,Counting: Count To 20 And Compare Sets - Sort It 3,Sort It,Learner can count to 20 and compare sets through a short guided sort it activity.,Previous skill in strand or diagnostic placement pass,8,4,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",16,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
