brand,legacy_brand_source,legacy_lesson_id,bea_lesson_id,course_title,cefr_level,module_number,module_title,lesson_number,lesson_title,primary_skill,grammar_target,vocabulary_theme,learning_objective,polly_voice_id,polly_engine,fallback_voice_id,fallback_engine,language_code,output_format,text_type,ssml_file,plain_text_file,transcript_file,vtt_placeholder_file,pronunciation_ssml_file,target_s3_key,target_pronunciation_s3_key,lms_media_type,lms_access_level,qa_status
British English Academy,BEA curriculum pack,A2-M02-L02,BEA-A2-M02-L02,A2 Everyday English,A2,2,Past Experiences and Personal Stories,2,Past Experiences and Personal Stories: Vocabulary Lesson 2,vocabulary,comparatives,health,"Learners can describe, compare and exchange simple information in a vocabulary task about health.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m02-l02-past-experiences-and-personal-stories-vocabulary-lesson-2.ssml,plain_text/lessons/A2/bea-a2-m02-l02-past-experiences-and-personal-stories-vocabulary-lesson-2.txt,transcripts/lessons/A2/bea-a2-m02-l02-past-experiences-and-personal-stories-vocabulary-lesson-2.txt,captions/vtt_placeholders/A2/bea-a2-m02-l02-past-experiences-and-personal-stories-vocabulary-lesson-2.vtt,ssml/pronunciation_drills/A2/bea-a2-m02-l02-past-experiences-and-personal-stories-vocabulary-lesson-2-pronunciation.ssml,bea/audio/A2/bea-a2-m02-l02-past-experiences-and-personal-stories-vocabulary-lesson-2.mp3,bea/audio/A2/pronunciation/bea-a2-m02-l02-past-experiences-and-personal-stories-vocabulary-lesson-2-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M02-L03,BEA-A2-M02-L03,A2 Everyday English,A2,2,Past Experiences and Personal Stories,3,Past Experiences and Personal Stories: Reading Lesson 3,reading,countable/uncountable nouns,work,"Learners can describe, compare and exchange simple information in a reading task about work.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m02-l03-past-experiences-and-personal-stories-reading-lesson-3.ssml,plain_text/lessons/A2/bea-a2-m02-l03-past-experiences-and-personal-stories-reading-lesson-3.txt,transcripts/lessons/A2/bea-a2-m02-l03-past-experiences-and-personal-stories-reading-lesson-3.txt,captions/vtt_placeholders/A2/bea-a2-m02-l03-past-experiences-and-personal-stories-reading-lesson-3.vtt,ssml/pronunciation_drills/A2/bea-a2-m02-l03-past-experiences-and-personal-stories-reading-lesson-3-pronunciation.ssml,bea/audio/A2/bea-a2-m02-l03-past-experiences-and-personal-stories-reading-lesson-3.mp3,bea/audio/A2/pronunciation/bea-a2-m02-l03-past-experiences-and-personal-stories-reading-lesson-3-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M02-L04,BEA-A2-M02-L04,A2 Everyday English,A2,2,Past Experiences and Personal Stories,4,Past Experiences and Personal Stories: Listening Lesson 4,listening,going to,free time,"Learners can describe, compare and exchange simple information in a listening task about free time.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m02-l04-past-experiences-and-personal-stories-listening-lesson-4.ssml,plain_text/lessons/A2/bea-a2-m02-l04-past-experiences-and-personal-stories-listening-lesson-4.txt,transcripts/lessons/A2/bea-a2-m02-l04-past-experiences-and-personal-stories-listening-lesson-4.txt,captions/vtt_placeholders/A2/bea-a2-m02-l04-past-experiences-and-personal-stories-listening-lesson-4.vtt,ssml/pronunciation_drills/A2/bea-a2-m02-l04-past-experiences-and-personal-stories-listening-lesson-4-pronunciation.ssml,bea/audio/A2/bea-a2-m02-l04-past-experiences-and-personal-stories-listening-lesson-4.mp3,bea/audio/A2/pronunciation/bea-a2-m02-l04-past-experiences-and-personal-stories-listening-lesson-4-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M02-L05,BEA-A2-M02-L05,A2 Everyday English,A2,2,Past Experiences and Personal Stories,5,Past Experiences and Personal Stories: Speaking Lesson 5,speaking,basic modals,weather,"Learners can describe, compare and exchange simple information in a speaking task about weather.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m02-l05-past-experiences-and-personal-stories-speaking-lesson-5.ssml,plain_text/lessons/A2/bea-a2-m02-l05-past-experiences-and-personal-stories-speaking-lesson-5.txt,transcripts/lessons/A2/bea-a2-m02-l05-past-experiences-and-personal-stories-speaking-lesson-5.txt,captions/vtt_placeholders/A2/bea-a2-m02-l05-past-experiences-and-personal-stories-speaking-lesson-5.vtt,ssml/pronunciation_drills/A2/bea-a2-m02-l05-past-experiences-and-personal-stories-speaking-lesson-5-pronunciation.ssml,bea/audio/A2/bea-a2-m02-l05-past-experiences-and-personal-stories-speaking-lesson-5.mp3,bea/audio/A2/pronunciation/bea-a2-m02-l05-past-experiences-and-personal-stories-speaking-lesson-5-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M02-L06,BEA-A2-M02-L06,A2 Everyday English,A2,2,Past Experiences and Personal Stories,6,Past Experiences and Personal Stories: Writing Lesson 6,writing,past simple,travel,"Learners can describe, compare and exchange simple information in a writing task about travel.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m02-l06-past-experiences-and-personal-stories-writing-lesson-6.ssml,plain_text/lessons/A2/bea-a2-m02-l06-past-experiences-and-personal-stories-writing-lesson-6.txt,transcripts/lessons/A2/bea-a2-m02-l06-past-experiences-and-personal-stories-writing-lesson-6.txt,captions/vtt_placeholders/A2/bea-a2-m02-l06-past-experiences-and-personal-stories-writing-lesson-6.vtt,ssml/pronunciation_drills/A2/bea-a2-m02-l06-past-experiences-and-personal-stories-writing-lesson-6-pronunciation.ssml,bea/audio/A2/bea-a2-m02-l06-past-experiences-and-personal-stories-writing-lesson-6.mp3,bea/audio/A2/pronunciation/bea-a2-m02-l06-past-experiences-and-personal-stories-writing-lesson-6-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M03-L01,BEA-A2-M03-L01,A2 Everyday English,A2,3,"Travel, Services and Problem Solving",1,"Travel, Services and Problem Solving: Grammar Lesson 1",grammar,comparatives,health,"Learners can describe, compare and exchange simple information in a grammar task about health.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m03-l01-travel-services-and-problem-solving-grammar-lesson-1.ssml,plain_text/lessons/A2/bea-a2-m03-l01-travel-services-and-problem-solving-grammar-lesson-1.txt,transcripts/lessons/A2/bea-a2-m03-l01-travel-services-and-problem-solving-grammar-lesson-1.txt,captions/vtt_placeholders/A2/bea-a2-m03-l01-travel-services-and-problem-solving-grammar-lesson-1.vtt,ssml/pronunciation_drills/A2/bea-a2-m03-l01-travel-services-and-problem-solving-grammar-lesson-1-pronunciation.ssml,bea/audio/A2/bea-a2-m03-l01-travel-services-and-problem-solving-grammar-lesson-1.mp3,bea/audio/A2/pronunciation/bea-a2-m03-l01-travel-services-and-problem-solving-grammar-lesson-1-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M03-L02,BEA-A2-M03-L02,A2 Everyday English,A2,3,"Travel, Services and Problem Solving",2,"Travel, Services and Problem Solving: Vocabulary Lesson 2",vocabulary,countable/uncountable nouns,work,"Learners can describe, compare and exchange simple information in a vocabulary task about work.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m03-l02-travel-services-and-problem-solving-vocabulary-lesson-2.ssml,plain_text/lessons/A2/bea-a2-m03-l02-travel-services-and-problem-solving-vocabulary-lesson-2.txt,transcripts/lessons/A2/bea-a2-m03-l02-travel-services-and-problem-solving-vocabulary-lesson-2.txt,captions/vtt_placeholders/A2/bea-a2-m03-l02-travel-services-and-problem-solving-vocabulary-lesson-2.vtt,ssml/pronunciation_drills/A2/bea-a2-m03-l02-travel-services-and-problem-solving-vocabulary-lesson-2-pronunciation.ssml,bea/audio/A2/bea-a2-m03-l02-travel-services-and-problem-solving-vocabulary-lesson-2.mp3,bea/audio/A2/pronunciation/bea-a2-m03-l02-travel-services-and-problem-solving-vocabulary-lesson-2-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M03-L03,BEA-A2-M03-L03,A2 Everyday English,A2,3,"Travel, Services and Problem Solving",3,"Travel, Services and Problem Solving: Reading Lesson 3",reading,going to,free time,"Learners can describe, compare and exchange simple information in a reading task about free time.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m03-l03-travel-services-and-problem-solving-reading-lesson-3.ssml,plain_text/lessons/A2/bea-a2-m03-l03-travel-services-and-problem-solving-reading-lesson-3.txt,transcripts/lessons/A2/bea-a2-m03-l03-travel-services-and-problem-solving-reading-lesson-3.txt,captions/vtt_placeholders/A2/bea-a2-m03-l03-travel-services-and-problem-solving-reading-lesson-3.vtt,ssml/pronunciation_drills/A2/bea-a2-m03-l03-travel-services-and-problem-solving-reading-lesson-3-pronunciation.ssml,bea/audio/A2/bea-a2-m03-l03-travel-services-and-problem-solving-reading-lesson-3.mp3,bea/audio/A2/pronunciation/bea-a2-m03-l03-travel-services-and-problem-solving-reading-lesson-3-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M03-L04,BEA-A2-M03-L04,A2 Everyday English,A2,3,"Travel, Services and Problem Solving",4,"Travel, Services and Problem Solving: Listening Lesson 4",listening,basic modals,weather,"Learners can describe, compare and exchange simple information in a listening task about weather.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m03-l04-travel-services-and-problem-solving-listening-lesson-4.ssml,plain_text/lessons/A2/bea-a2-m03-l04-travel-services-and-problem-solving-listening-lesson-4.txt,transcripts/lessons/A2/bea-a2-m03-l04-travel-services-and-problem-solving-listening-lesson-4.txt,captions/vtt_placeholders/A2/bea-a2-m03-l04-travel-services-and-problem-solving-listening-lesson-4.vtt,ssml/pronunciation_drills/A2/bea-a2-m03-l04-travel-services-and-problem-solving-listening-lesson-4-pronunciation.ssml,bea/audio/A2/bea-a2-m03-l04-travel-services-and-problem-solving-listening-lesson-4.mp3,bea/audio/A2/pronunciation/bea-a2-m03-l04-travel-services-and-problem-solving-listening-lesson-4-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M03-L05,BEA-A2-M03-L05,A2 Everyday English,A2,3,"Travel, Services and Problem Solving",5,"Travel, Services and Problem Solving: Speaking Lesson 5",speaking,past simple,travel,"Learners can describe, compare and exchange simple information in a speaking task about travel.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m03-l05-travel-services-and-problem-solving-speaking-lesson-5.ssml,plain_text/lessons/A2/bea-a2-m03-l05-travel-services-and-problem-solving-speaking-lesson-5.txt,transcripts/lessons/A2/bea-a2-m03-l05-travel-services-and-problem-solving-speaking-lesson-5.txt,captions/vtt_placeholders/A2/bea-a2-m03-l05-travel-services-and-problem-solving-speaking-lesson-5.vtt,ssml/pronunciation_drills/A2/bea-a2-m03-l05-travel-services-and-problem-solving-speaking-lesson-5-pronunciation.ssml,bea/audio/A2/bea-a2-m03-l05-travel-services-and-problem-solving-speaking-lesson-5.mp3,bea/audio/A2/pronunciation/bea-a2-m03-l05-travel-services-and-problem-solving-speaking-lesson-5-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M03-L06,BEA-A2-M03-L06,A2 Everyday English,A2,3,"Travel, Services and Problem Solving",6,"Travel, Services and Problem Solving: Writing Lesson 6",writing,present continuous,shopping,"Learners can describe, compare and exchange simple information in a writing task about shopping.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m03-l06-travel-services-and-problem-solving-writing-lesson-6.ssml,plain_text/lessons/A2/bea-a2-m03-l06-travel-services-and-problem-solving-writing-lesson-6.txt,transcripts/lessons/A2/bea-a2-m03-l06-travel-services-and-problem-solving-writing-lesson-6.txt,captions/vtt_placeholders/A2/bea-a2-m03-l06-travel-services-and-problem-solving-writing-lesson-6.vtt,ssml/pronunciation_drills/A2/bea-a2-m03-l06-travel-services-and-problem-solving-writing-lesson-6-pronunciation.ssml,bea/audio/A2/bea-a2-m03-l06-travel-services-and-problem-solving-writing-lesson-6.mp3,bea/audio/A2/pronunciation/bea-a2-m03-l06-travel-services-and-problem-solving-writing-lesson-6-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M04-L01,BEA-A2-M04-L01,A2 Everyday English,A2,4,"Health, Weather and Plans",1,"Health, Weather and Plans: Grammar Lesson 1",grammar,countable/uncountable nouns,work,"Learners can describe, compare and exchange simple information in a grammar task about work.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m04-l01-health-weather-and-plans-grammar-lesson-1.ssml,plain_text/lessons/A2/bea-a2-m04-l01-health-weather-and-plans-grammar-lesson-1.txt,transcripts/lessons/A2/bea-a2-m04-l01-health-weather-and-plans-grammar-lesson-1.txt,captions/vtt_placeholders/A2/bea-a2-m04-l01-health-weather-and-plans-grammar-lesson-1.vtt,ssml/pronunciation_drills/A2/bea-a2-m04-l01-health-weather-and-plans-grammar-lesson-1-pronunciation.ssml,bea/audio/A2/bea-a2-m04-l01-health-weather-and-plans-grammar-lesson-1.mp3,bea/audio/A2/pronunciation/bea-a2-m04-l01-health-weather-and-plans-grammar-lesson-1-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M04-L02,BEA-A2-M04-L02,A2 Everyday English,A2,4,"Health, Weather and Plans",2,"Health, Weather and Plans: Vocabulary Lesson 2",vocabulary,going to,free time,"Learners can describe, compare and exchange simple information in a vocabulary task about free time.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m04-l02-health-weather-and-plans-vocabulary-lesson-2.ssml,plain_text/lessons/A2/bea-a2-m04-l02-health-weather-and-plans-vocabulary-lesson-2.txt,transcripts/lessons/A2/bea-a2-m04-l02-health-weather-and-plans-vocabulary-lesson-2.txt,captions/vtt_placeholders/A2/bea-a2-m04-l02-health-weather-and-plans-vocabulary-lesson-2.vtt,ssml/pronunciation_drills/A2/bea-a2-m04-l02-health-weather-and-plans-vocabulary-lesson-2-pronunciation.ssml,bea/audio/A2/bea-a2-m04-l02-health-weather-and-plans-vocabulary-lesson-2.mp3,bea/audio/A2/pronunciation/bea-a2-m04-l02-health-weather-and-plans-vocabulary-lesson-2-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M04-L03,BEA-A2-M04-L03,A2 Everyday English,A2,4,"Health, Weather and Plans",3,"Health, Weather and Plans: Reading Lesson 3",reading,basic modals,weather,"Learners can describe, compare and exchange simple information in a reading task about weather.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m04-l03-health-weather-and-plans-reading-lesson-3.ssml,plain_text/lessons/A2/bea-a2-m04-l03-health-weather-and-plans-reading-lesson-3.txt,transcripts/lessons/A2/bea-a2-m04-l03-health-weather-and-plans-reading-lesson-3.txt,captions/vtt_placeholders/A2/bea-a2-m04-l03-health-weather-and-plans-reading-lesson-3.vtt,ssml/pronunciation_drills/A2/bea-a2-m04-l03-health-weather-and-plans-reading-lesson-3-pronunciation.ssml,bea/audio/A2/bea-a2-m04-l03-health-weather-and-plans-reading-lesson-3.mp3,bea/audio/A2/pronunciation/bea-a2-m04-l03-health-weather-and-plans-reading-lesson-3-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M04-L04,BEA-A2-M04-L04,A2 Everyday English,A2,4,"Health, Weather and Plans",4,"Health, Weather and Plans: Listening Lesson 4",listening,past simple,travel,"Learners can describe, compare and exchange simple information in a listening task about travel.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m04-l04-health-weather-and-plans-listening-lesson-4.ssml,plain_text/lessons/A2/bea-a2-m04-l04-health-weather-and-plans-listening-lesson-4.txt,transcripts/lessons/A2/bea-a2-m04-l04-health-weather-and-plans-listening-lesson-4.txt,captions/vtt_placeholders/A2/bea-a2-m04-l04-health-weather-and-plans-listening-lesson-4.vtt,ssml/pronunciation_drills/A2/bea-a2-m04-l04-health-weather-and-plans-listening-lesson-4-pronunciation.ssml,bea/audio/A2/bea-a2-m04-l04-health-weather-and-plans-listening-lesson-4.mp3,bea/audio/A2/pronunciation/bea-a2-m04-l04-health-weather-and-plans-listening-lesson-4-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M04-L05,BEA-A2-M04-L05,A2 Everyday English,A2,4,"Health, Weather and Plans",5,"Health, Weather and Plans: Speaking Lesson 5",speaking,present continuous,shopping,"Learners can describe, compare and exchange simple information in a speaking task about shopping.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m04-l05-health-weather-and-plans-speaking-lesson-5.ssml,plain_text/lessons/A2/bea-a2-m04-l05-health-weather-and-plans-speaking-lesson-5.txt,transcripts/lessons/A2/bea-a2-m04-l05-health-weather-and-plans-speaking-lesson-5.txt,captions/vtt_placeholders/A2/bea-a2-m04-l05-health-weather-and-plans-speaking-lesson-5.vtt,ssml/pronunciation_drills/A2/bea-a2-m04-l05-health-weather-and-plans-speaking-lesson-5-pronunciation.ssml,bea/audio/A2/bea-a2-m04-l05-health-weather-and-plans-speaking-lesson-5.mp3,bea/audio/A2/pronunciation/bea-a2-m04-l05-health-weather-and-plans-speaking-lesson-5-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M04-L06,BEA-A2-M04-L06,A2 Everyday English,A2,4,"Health, Weather and Plans",6,"Health, Weather and Plans: Writing Lesson 6",writing,comparatives,health,"Learners can describe, compare and exchange simple information in a writing task about health.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m04-l06-health-weather-and-plans-writing-lesson-6.ssml,plain_text/lessons/A2/bea-a2-m04-l06-health-weather-and-plans-writing-lesson-6.txt,transcripts/lessons/A2/bea-a2-m04-l06-health-weather-and-plans-writing-lesson-6.txt,captions/vtt_placeholders/A2/bea-a2-m04-l06-health-weather-and-plans-writing-lesson-6.vtt,ssml/pronunciation_drills/A2/bea-a2-m04-l06-health-weather-and-plans-writing-lesson-6-pronunciation.ssml,bea/audio/A2/bea-a2-m04-l06-health-weather-and-plans-writing-lesson-6.mp3,bea/audio/A2/pronunciation/bea-a2-m04-l06-health-weather-and-plans-writing-lesson-6-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M05-L01,BEA-A2-M05-L01,A2 Everyday English,A2,5,"Work, Study and Everyday Writing",1,"Work, Study and Everyday Writing: Grammar Lesson 1",grammar,going to,free time,"Learners can describe, compare and exchange simple information in a grammar task about free time.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m05-l01-work-study-and-everyday-writing-grammar-lesson-1.ssml,plain_text/lessons/A2/bea-a2-m05-l01-work-study-and-everyday-writing-grammar-lesson-1.txt,transcripts/lessons/A2/bea-a2-m05-l01-work-study-and-everyday-writing-grammar-lesson-1.txt,captions/vtt_placeholders/A2/bea-a2-m05-l01-work-study-and-everyday-writing-grammar-lesson-1.vtt,ssml/pronunciation_drills/A2/bea-a2-m05-l01-work-study-and-everyday-writing-grammar-lesson-1-pronunciation.ssml,bea/audio/A2/bea-a2-m05-l01-work-study-and-everyday-writing-grammar-lesson-1.mp3,bea/audio/A2/pronunciation/bea-a2-m05-l01-work-study-and-everyday-writing-grammar-lesson-1-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M05-L02,BEA-A2-M05-L02,A2 Everyday English,A2,5,"Work, Study and Everyday Writing",2,"Work, Study and Everyday Writing: Vocabulary Lesson 2",vocabulary,basic modals,weather,"Learners can describe, compare and exchange simple information in a vocabulary task about weather.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m05-l02-work-study-and-everyday-writing-vocabulary-lesson-2.ssml,plain_text/lessons/A2/bea-a2-m05-l02-work-study-and-everyday-writing-vocabulary-lesson-2.txt,transcripts/lessons/A2/bea-a2-m05-l02-work-study-and-everyday-writing-vocabulary-lesson-2.txt,captions/vtt_placeholders/A2/bea-a2-m05-l02-work-study-and-everyday-writing-vocabulary-lesson-2.vtt,ssml/pronunciation_drills/A2/bea-a2-m05-l02-work-study-and-everyday-writing-vocabulary-lesson-2-pronunciation.ssml,bea/audio/A2/bea-a2-m05-l02-work-study-and-everyday-writing-vocabulary-lesson-2.mp3,bea/audio/A2/pronunciation/bea-a2-m05-l02-work-study-and-everyday-writing-vocabulary-lesson-2-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M05-L03,BEA-A2-M05-L03,A2 Everyday English,A2,5,"Work, Study and Everyday Writing",3,"Work, Study and Everyday Writing: Reading Lesson 3",reading,past simple,travel,"Learners can describe, compare and exchange simple information in a reading task about travel.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m05-l03-work-study-and-everyday-writing-reading-lesson-3.ssml,plain_text/lessons/A2/bea-a2-m05-l03-work-study-and-everyday-writing-reading-lesson-3.txt,transcripts/lessons/A2/bea-a2-m05-l03-work-study-and-everyday-writing-reading-lesson-3.txt,captions/vtt_placeholders/A2/bea-a2-m05-l03-work-study-and-everyday-writing-reading-lesson-3.vtt,ssml/pronunciation_drills/A2/bea-a2-m05-l03-work-study-and-everyday-writing-reading-lesson-3-pronunciation.ssml,bea/audio/A2/bea-a2-m05-l03-work-study-and-everyday-writing-reading-lesson-3.mp3,bea/audio/A2/pronunciation/bea-a2-m05-l03-work-study-and-everyday-writing-reading-lesson-3-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M05-L04,BEA-A2-M05-L04,A2 Everyday English,A2,5,"Work, Study and Everyday Writing",4,"Work, Study and Everyday Writing: Listening Lesson 4",listening,present continuous,shopping,"Learners can describe, compare and exchange simple information in a listening task about shopping.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m05-l04-work-study-and-everyday-writing-listening-lesson-4.ssml,plain_text/lessons/A2/bea-a2-m05-l04-work-study-and-everyday-writing-listening-lesson-4.txt,transcripts/lessons/A2/bea-a2-m05-l04-work-study-and-everyday-writing-listening-lesson-4.txt,captions/vtt_placeholders/A2/bea-a2-m05-l04-work-study-and-everyday-writing-listening-lesson-4.vtt,ssml/pronunciation_drills/A2/bea-a2-m05-l04-work-study-and-everyday-writing-listening-lesson-4-pronunciation.ssml,bea/audio/A2/bea-a2-m05-l04-work-study-and-everyday-writing-listening-lesson-4.mp3,bea/audio/A2/pronunciation/bea-a2-m05-l04-work-study-and-everyday-writing-listening-lesson-4-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M05-L05,BEA-A2-M05-L05,A2 Everyday English,A2,5,"Work, Study and Everyday Writing",5,"Work, Study and Everyday Writing: Speaking Lesson 5",speaking,comparatives,health,"Learners can describe, compare and exchange simple information in a speaking task about health.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m05-l05-work-study-and-everyday-writing-speaking-lesson-5.ssml,plain_text/lessons/A2/bea-a2-m05-l05-work-study-and-everyday-writing-speaking-lesson-5.txt,transcripts/lessons/A2/bea-a2-m05-l05-work-study-and-everyday-writing-speaking-lesson-5.txt,captions/vtt_placeholders/A2/bea-a2-m05-l05-work-study-and-everyday-writing-speaking-lesson-5.vtt,ssml/pronunciation_drills/A2/bea-a2-m05-l05-work-study-and-everyday-writing-speaking-lesson-5-pronunciation.ssml,bea/audio/A2/bea-a2-m05-l05-work-study-and-everyday-writing-speaking-lesson-5.mp3,bea/audio/A2/pronunciation/bea-a2-m05-l05-work-study-and-everyday-writing-speaking-lesson-5-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M05-L06,BEA-A2-M05-L06,A2 Everyday English,A2,5,"Work, Study and Everyday Writing",6,"Work, Study and Everyday Writing: Writing Lesson 6",writing,countable/uncountable nouns,work,"Learners can describe, compare and exchange simple information in a writing task about work.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m05-l06-work-study-and-everyday-writing-writing-lesson-6.ssml,plain_text/lessons/A2/bea-a2-m05-l06-work-study-and-everyday-writing-writing-lesson-6.txt,transcripts/lessons/A2/bea-a2-m05-l06-work-study-and-everyday-writing-writing-lesson-6.txt,captions/vtt_placeholders/A2/bea-a2-m05-l06-work-study-and-everyday-writing-writing-lesson-6.vtt,ssml/pronunciation_drills/A2/bea-a2-m05-l06-work-study-and-everyday-writing-writing-lesson-6-pronunciation.ssml,bea/audio/A2/bea-a2-m05-l06-work-study-and-everyday-writing-writing-lesson-6.mp3,bea/audio/A2/pronunciation/bea-a2-m05-l06-work-study-and-everyday-writing-writing-lesson-6-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A2-M06-L01,BEA-A2-M06-L01,A2 Everyday English,A2,6,"A2 Review, Fluency and Functional Tasks",1,"A2 Review, Fluency and Functional Tasks: Grammar Lesson 1",grammar,basic modals,weather,"Learners can describe, compare and exchange simple information in a grammar task about weather.",Emma,neural,Emma,standard,en-GB,mp3,ssml,ssml/lessons/A2/bea-a2-m06-l01-a2-review-fluency-and-functional-tasks-grammar-lesson-1.ssml,plain_text/lessons/A2/bea-a2-m06-l01-a2-review-fluency-and-functional-tasks-grammar-lesson-1.txt,transcripts/lessons/A2/bea-a2-m06-l01-a2-review-fluency-and-functional-tasks-grammar-lesson-1.txt,captions/vtt_placeholders/A2/bea-a2-m06-l01-a2-review-fluency-and-functional-tasks-grammar-lesson-1.vtt,ssml/pronunciation_drills/A2/bea-a2-m06-l01-a2-review-fluency-and-functional-tasks-grammar-lesson-1-pronunciation.ssml,bea/audio/A2/bea-a2-m06-l01-a2-review-fluency-and-functional-tasks-grammar-lesson-1.mp3,bea/audio/A2/pronunciation/bea-a2-m06-l01-a2-review-fluency-and-functional-tasks-grammar-lesson-1-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
