item_id,activity_id,voice_provider,voice_style,audio_text,ssml_path,target_mp3_path,caption_text
LEA-EY-ACT-0058-ITEM-08,LEA-EY-ACT-0058,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Tap the card that starts with the target sound. Listen: /t/. Which word begins with /t/?,content/audio/ssml/LEA-EY-ACT-0058-ITEM-08.ssml,content/audio/mp3/LEA-EY-ACT-0058-ITEM-08.mp3,Listen: /t/. Which word begins with /t/?
LEA-EY-ACT-0059-ITEM-01,LEA-EY-ACT-0059,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Drag the cards to build the correct answer. Put the steps in order for: answer who/what/where questions.,content/audio/ssml/LEA-EY-ACT-0059-ITEM-01.ssml,content/audio/mp3/LEA-EY-ACT-0059-ITEM-01.mp3,Put the steps in order for: answer who/what/where questions.
LEA-EY-ACT-0059-ITEM-02,LEA-EY-ACT-0059,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Drag the cards to build the correct answer. Put the steps in order for: answer who/what/where questions.,content/audio/ssml/LEA-EY-ACT-0059-ITEM-02.ssml,content/audio/mp3/LEA-EY-ACT-0059-ITEM-02.mp3,Put the steps in order for: answer who/what/where questions.
LEA-EY-ACT-0059-ITEM-03,LEA-EY-ACT-0059,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Drag the cards to build the correct answer. Put the steps in order for: answer who/what/where questions.,content/audio/ssml/LEA-EY-ACT-0059-ITEM-03.ssml,content/audio/mp3/LEA-EY-ACT-0059-ITEM-03.mp3,Put the steps in order for: answer who/what/where questions.
LEA-EY-ACT-0059-ITEM-04,LEA-EY-ACT-0059,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Drag the cards to build the correct answer. Put the steps in order for: answer who/what/where questions.,content/audio/ssml/LEA-EY-ACT-0059-ITEM-04.ssml,content/audio/mp3/LEA-EY-ACT-0059-ITEM-04.mp3,Put the steps in order for: answer who/what/where questions.
LEA-EY-ACT-0059-ITEM-05,LEA-EY-ACT-0059,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Drag the cards to build the correct answer. Put the steps in order for: answer who/what/where questions.,content/audio/ssml/LEA-EY-ACT-0059-ITEM-05.ssml,content/audio/mp3/LEA-EY-ACT-0059-ITEM-05.mp3,Put the steps in order for: answer who/what/where questions.
LEA-EY-ACT-0059-ITEM-06,LEA-EY-ACT-0059,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Drag the cards to build the correct answer. Put the steps in order for: answer who/what/where questions.,content/audio/ssml/LEA-EY-ACT-0059-ITEM-06.ssml,content/audio/mp3/LEA-EY-ACT-0059-ITEM-06.mp3,Put the steps in order for: answer who/what/where questions.
LEA-EY-ACT-0059-ITEM-07,LEA-EY-ACT-0059,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Drag the cards to build the correct answer. Put the steps in order for: answer who/what/where questions.,content/audio/ssml/LEA-EY-ACT-0059-ITEM-07.ssml,content/audio/mp3/LEA-EY-ACT-0059-ITEM-07.mp3,Put the steps in order for: answer who/what/where questions.
LEA-EY-ACT-0059-ITEM-08,LEA-EY-ACT-0059,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Drag the cards to build the correct answer. Put the steps in order for: answer who/what/where questions.,content/audio/ssml/LEA-EY-ACT-0059-ITEM-08.ssml,content/audio/mp3/LEA-EY-ACT-0059-ITEM-08.mp3,Put the steps in order for: answer who/what/where questions.
LEA-EY-ACT-0060-ITEM-01,LEA-EY-ACT-0060,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen to the sounds and blend them into a word. Blend the sounds in fish: f-i-s-h. What word do you hear?,content/audio/ssml/LEA-EY-ACT-0060-ITEM-01.ssml,content/audio/mp3/LEA-EY-ACT-0060-ITEM-01.mp3,Blend the sounds in fish: f-i-s-h. What word do you hear?
LEA-EY-ACT-0060-ITEM-02,LEA-EY-ACT-0060,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen to the sounds and blend them into a word. Blend the sounds in shop: s-h-o-p. What word do you hear?,content/audio/ssml/LEA-EY-ACT-0060-ITEM-02.ssml,content/audio/mp3/LEA-EY-ACT-0060-ITEM-02.mp3,Blend the sounds in shop: s-h-o-p. What word do you hear?
LEA-EY-ACT-0060-ITEM-03,LEA-EY-ACT-0060,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen to the sounds and blend them into a word. Blend the sounds in chin: c-h-i-n. What word do you hear?,content/audio/ssml/LEA-EY-ACT-0060-ITEM-03.ssml,content/audio/mp3/LEA-EY-ACT-0060-ITEM-03.mp3,Blend the sounds in chin: c-h-i-n. What word do you hear?
LEA-EY-ACT-0060-ITEM-04,LEA-EY-ACT-0060,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen to the sounds and blend them into a word. Blend the sounds in thin: t-h-i-n. What word do you hear?,content/audio/ssml/LEA-EY-ACT-0060-ITEM-04.ssml,content/audio/mp3/LEA-EY-ACT-0060-ITEM-04.mp3,Blend the sounds in thin: t-h-i-n. What word do you hear?
LEA-EY-ACT-0060-ITEM-05,LEA-EY-ACT-0060,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen to the sounds and blend them into a word. Blend the sounds in that: t-h-a-t. What word do you hear?,content/audio/ssml/LEA-EY-ACT-0060-ITEM-05.ssml,content/audio/mp3/LEA-EY-ACT-0060-ITEM-05.mp3,Blend the sounds in that: t-h-a-t. What word do you hear?
LEA-EY-ACT-0060-ITEM-06,LEA-EY-ACT-0060,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen to the sounds and blend them into a word. Blend the sounds in this: t-h-i-s. What word do you hear?,content/audio/ssml/LEA-EY-ACT-0060-ITEM-06.ssml,content/audio/mp3/LEA-EY-ACT-0060-ITEM-06.mp3,Blend the sounds in this: t-h-i-s. What word do you hear?
LEA-EY-ACT-0060-ITEM-07,LEA-EY-ACT-0060,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen to the sounds and blend them into a word. Blend the sounds in then: t-h-e-n. What word do you hear?,content/audio/ssml/LEA-EY-ACT-0060-ITEM-07.ssml,content/audio/mp3/LEA-EY-ACT-0060-ITEM-07.mp3,Blend the sounds in then: t-h-e-n. What word do you hear?
LEA-EY-ACT-0060-ITEM-08,LEA-EY-ACT-0060,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen to the sounds and blend them into a word. Blend the sounds in rain: r-a-i-n. What word do you hear?,content/audio/ssml/LEA-EY-ACT-0060-ITEM-08.ssml,content/audio/mp3/LEA-EY-ACT-0060-ITEM-08.mp3,Blend the sounds in rain: r-a-i-n. What word do you hear?
LEA-EY-ACT-0061-ITEM-01,LEA-EY-ACT-0061,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Trace the letter or word, then say it aloud. Trace the word 'shop', then say it clearly. Which word did you trace?",content/audio/ssml/LEA-EY-ACT-0061-ITEM-01.ssml,content/audio/mp3/LEA-EY-ACT-0061-ITEM-01.mp3,"Trace the word 'shop', then say it clearly. Which word did you trace?"
LEA-EY-ACT-0061-ITEM-02,LEA-EY-ACT-0061,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Trace the letter or word, then say it aloud. Trace the word 'chin', then say it clearly. Which word did you trace?",content/audio/ssml/LEA-EY-ACT-0061-ITEM-02.ssml,content/audio/mp3/LEA-EY-ACT-0061-ITEM-02.mp3,"Trace the word 'chin', then say it clearly. Which word did you trace?"
LEA-EY-ACT-0061-ITEM-03,LEA-EY-ACT-0061,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Trace the letter or word, then say it aloud. Trace the word 'thin', then say it clearly. Which word did you trace?",content/audio/ssml/LEA-EY-ACT-0061-ITEM-03.ssml,content/audio/mp3/LEA-EY-ACT-0061-ITEM-03.mp3,"Trace the word 'thin', then say it clearly. Which word did you trace?"
LEA-EY-ACT-0061-ITEM-04,LEA-EY-ACT-0061,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Trace the letter or word, then say it aloud. Trace the word 'that', then say it clearly. Which word did you trace?",content/audio/ssml/LEA-EY-ACT-0061-ITEM-04.ssml,content/audio/mp3/LEA-EY-ACT-0061-ITEM-04.mp3,"Trace the word 'that', then say it clearly. Which word did you trace?"
LEA-EY-ACT-0061-ITEM-05,LEA-EY-ACT-0061,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Trace the letter or word, then say it aloud. Trace the word 'this', then say it clearly. Which word did you trace?",content/audio/ssml/LEA-EY-ACT-0061-ITEM-05.ssml,content/audio/mp3/LEA-EY-ACT-0061-ITEM-05.mp3,"Trace the word 'this', then say it clearly. Which word did you trace?"
LEA-EY-ACT-0061-ITEM-06,LEA-EY-ACT-0061,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Trace the letter or word, then say it aloud. Trace the word 'then', then say it clearly. Which word did you trace?",content/audio/ssml/LEA-EY-ACT-0061-ITEM-06.ssml,content/audio/mp3/LEA-EY-ACT-0061-ITEM-06.mp3,"Trace the word 'then', then say it clearly. Which word did you trace?"
LEA-EY-ACT-0061-ITEM-07,LEA-EY-ACT-0061,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Trace the letter or word, then say it aloud. Trace the word 'rain', then say it clearly. Which word did you trace?",content/audio/ssml/LEA-EY-ACT-0061-ITEM-07.ssml,content/audio/mp3/LEA-EY-ACT-0061-ITEM-07.mp3,"Trace the word 'rain', then say it clearly. Which word did you trace?"
LEA-EY-ACT-0061-ITEM-08,LEA-EY-ACT-0061,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Trace the letter or word, then say it aloud. Trace the word 'goat', then say it clearly. Which word did you trace?",content/audio/ssml/LEA-EY-ACT-0061-ITEM-08.ssml,content/audio/mp3/LEA-EY-ACT-0061-ITEM-08.mp3,"Trace the word 'goat', then say it clearly. Which word did you trace?"
LEA-EY-ACT-0062-ITEM-01,LEA-EY-ACT-0062,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Solve the mission and choose the correct number. Math mission: 4 + 2 = ?,content/audio/ssml/LEA-EY-ACT-0062-ITEM-01.ssml,content/audio/mp3/LEA-EY-ACT-0062-ITEM-01.mp3,Math mission: 4 + 2 = ?
LEA-EY-ACT-0062-ITEM-02,LEA-EY-ACT-0062,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Solve the mission and choose the correct number. Math mission: 5 + 3 = ?,content/audio/ssml/LEA-EY-ACT-0062-ITEM-02.ssml,content/audio/mp3/LEA-EY-ACT-0062-ITEM-02.mp3,Math mission: 5 + 3 = ?
LEA-EY-ACT-0062-ITEM-03,LEA-EY-ACT-0062,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Solve the mission and choose the correct number. Math mission: 6 + 4 = ?,content/audio/ssml/LEA-EY-ACT-0062-ITEM-03.ssml,content/audio/mp3/LEA-EY-ACT-0062-ITEM-03.mp3,Math mission: 6 + 4 = ?
LEA-EY-ACT-0062-ITEM-04,LEA-EY-ACT-0062,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Solve the mission and choose the correct number. Math mission: 7 + 5 = ?,content/audio/ssml/LEA-EY-ACT-0062-ITEM-04.ssml,content/audio/mp3/LEA-EY-ACT-0062-ITEM-04.mp3,Math mission: 7 + 5 = ?
LEA-EY-ACT-0062-ITEM-05,LEA-EY-ACT-0062,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Solve the mission and choose the correct number. Math mission: 8 + 1 = ?,content/audio/ssml/LEA-EY-ACT-0062-ITEM-05.ssml,content/audio/mp3/LEA-EY-ACT-0062-ITEM-05.mp3,Math mission: 8 + 1 = ?
LEA-EY-ACT-0062-ITEM-06,LEA-EY-ACT-0062,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Solve the mission and choose the correct number. Math mission: 9 + 2 = ?,content/audio/ssml/LEA-EY-ACT-0062-ITEM-06.ssml,content/audio/mp3/LEA-EY-ACT-0062-ITEM-06.mp3,Math mission: 9 + 2 = ?
LEA-EY-ACT-0062-ITEM-07,LEA-EY-ACT-0062,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Solve the mission and choose the correct number. Math mission: 10 + 3 = ?,content/audio/ssml/LEA-EY-ACT-0062-ITEM-07.ssml,content/audio/mp3/LEA-EY-ACT-0062-ITEM-07.mp3,Math mission: 10 + 3 = ?
LEA-EY-ACT-0062-ITEM-08,LEA-EY-ACT-0062,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Solve the mission and choose the correct number. Math mission: 1 + 4 = ?,content/audio/ssml/LEA-EY-ACT-0062-ITEM-08.ssml,content/audio/mp3/LEA-EY-ACT-0062-ITEM-08.mp3,Math mission: 1 + 4 = ?
LEA-EY-ACT-0063-ITEM-01,LEA-EY-ACT-0063,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Sort the cards into the correct group. Sort the card into 'school objects'. Which card belongs?,content/audio/ssml/LEA-EY-ACT-0063-ITEM-01.ssml,content/audio/mp3/LEA-EY-ACT-0063-ITEM-01.mp3,Sort the card into 'school objects'. Which card belongs?
LEA-EY-ACT-0063-ITEM-02,LEA-EY-ACT-0063,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Sort the cards into the correct group. Sort the card into 'animals'. Which card belongs?,content/audio/ssml/LEA-EY-ACT-0063-ITEM-02.ssml,content/audio/mp3/LEA-EY-ACT-0063-ITEM-02.mp3,Sort the card into 'animals'. Which card belongs?
LEA-EY-ACT-0063-ITEM-03,LEA-EY-ACT-0063,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Sort the cards into the correct group. Sort the card into 'school objects'. Which card belongs?,content/audio/ssml/LEA-EY-ACT-0063-ITEM-03.ssml,content/audio/mp3/LEA-EY-ACT-0063-ITEM-03.mp3,Sort the card into 'school objects'. Which card belongs?
LEA-EY-ACT-0063-ITEM-04,LEA-EY-ACT-0063,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Sort the cards into the correct group. Sort the card into 'animals'. Which card belongs?,content/audio/ssml/LEA-EY-ACT-0063-ITEM-04.ssml,content/audio/mp3/LEA-EY-ACT-0063-ITEM-04.mp3,Sort the card into 'animals'. Which card belongs?
LEA-EY-ACT-0063-ITEM-05,LEA-EY-ACT-0063,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Sort the cards into the correct group. Sort the card into 'school objects'. Which card belongs?,content/audio/ssml/LEA-EY-ACT-0063-ITEM-05.ssml,content/audio/mp3/LEA-EY-ACT-0063-ITEM-05.mp3,Sort the card into 'school objects'. Which card belongs?
LEA-EY-ACT-0063-ITEM-06,LEA-EY-ACT-0063,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Sort the cards into the correct group. Sort the card into 'animals'. Which card belongs?,content/audio/ssml/LEA-EY-ACT-0063-ITEM-06.ssml,content/audio/mp3/LEA-EY-ACT-0063-ITEM-06.mp3,Sort the card into 'animals'. Which card belongs?
LEA-EY-ACT-0063-ITEM-07,LEA-EY-ACT-0063,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Sort the cards into the correct group. Sort the card into 'school objects'. Which card belongs?,content/audio/ssml/LEA-EY-ACT-0063-ITEM-07.ssml,content/audio/mp3/LEA-EY-ACT-0063-ITEM-07.mp3,Sort the card into 'school objects'. Which card belongs?
LEA-EY-ACT-0063-ITEM-08,LEA-EY-ACT-0063,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Sort the cards into the correct group. Sort the card into 'animals'. Which card belongs?,content/audio/ssml/LEA-EY-ACT-0063-ITEM-08.ssml,content/audio/mp3/LEA-EY-ACT-0063-ITEM-08.mp3,Sort the card into 'animals'. Which card belongs?
LEA-EY-ACT-0064-ITEM-01,LEA-EY-ACT-0064,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen carefully and choose the best answer. Choose the best answer for count to 20 and compare sets: that.,content/audio/ssml/LEA-EY-ACT-0064-ITEM-01.ssml,content/audio/mp3/LEA-EY-ACT-0064-ITEM-01.mp3,Choose the best answer for count to 20 and compare sets: that.
LEA-EY-ACT-0064-ITEM-02,LEA-EY-ACT-0064,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen carefully and choose the best answer. Choose the best answer for count to 20 and compare sets: this.,content/audio/ssml/LEA-EY-ACT-0064-ITEM-02.ssml,content/audio/mp3/LEA-EY-ACT-0064-ITEM-02.mp3,Choose the best answer for count to 20 and compare sets: this.
LEA-EY-ACT-0064-ITEM-03,LEA-EY-ACT-0064,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen carefully and choose the best answer. Choose the best answer for count to 20 and compare sets: then.,content/audio/ssml/LEA-EY-ACT-0064-ITEM-03.ssml,content/audio/mp3/LEA-EY-ACT-0064-ITEM-03.mp3,Choose the best answer for count to 20 and compare sets: then.
LEA-EY-ACT-0064-ITEM-04,LEA-EY-ACT-0064,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen carefully and choose the best answer. Choose the best answer for count to 20 and compare sets: rain.,content/audio/ssml/LEA-EY-ACT-0064-ITEM-04.ssml,content/audio/mp3/LEA-EY-ACT-0064-ITEM-04.mp3,Choose the best answer for count to 20 and compare sets: rain.
LEA-EY-ACT-0064-ITEM-05,LEA-EY-ACT-0064,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen carefully and choose the best answer. Choose the best answer for count to 20 and compare sets: goat.,content/audio/ssml/LEA-EY-ACT-0064-ITEM-05.ssml,content/audio/mp3/LEA-EY-ACT-0064-ITEM-05.mp3,Choose the best answer for count to 20 and compare sets: goat.
LEA-EY-ACT-0064-ITEM-06,LEA-EY-ACT-0064,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen carefully and choose the best answer. Choose the best answer for count to 20 and compare sets: seed.,content/audio/ssml/LEA-EY-ACT-0064-ITEM-06.ssml,content/audio/mp3/LEA-EY-ACT-0064-ITEM-06.mp3,Choose the best answer for count to 20 and compare sets: seed.
LEA-EY-ACT-0064-ITEM-07,LEA-EY-ACT-0064,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen carefully and choose the best answer. Choose the best answer for count to 20 and compare sets: moon.,content/audio/ssml/LEA-EY-ACT-0064-ITEM-07.ssml,content/audio/mp3/LEA-EY-ACT-0064-ITEM-07.mp3,Choose the best answer for count to 20 and compare sets: moon.
LEA-EY-ACT-0064-ITEM-08,LEA-EY-ACT-0064,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen carefully and choose the best answer. Choose the best answer for count to 20 and compare sets: book.,content/audio/ssml/LEA-EY-ACT-0064-ITEM-08.ssml,content/audio/mp3/LEA-EY-ACT-0064-ITEM-08.mp3,Choose the best answer for count to 20 and compare sets: book.
LEA-EY-ACT-0065-ITEM-01,LEA-EY-ACT-0065,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Sort the cards into the correct group. Sort the card into 'school objects'. Which card belongs?,content/audio/ssml/LEA-EY-ACT-0065-ITEM-01.ssml,content/audio/mp3/LEA-EY-ACT-0065-ITEM-01.mp3,Sort the card into 'school objects'. Which card belongs?
LEA-EY-ACT-0065-ITEM-02,LEA-EY-ACT-0065,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Sort the cards into the correct group. Sort the card into 'animals'. Which card belongs?,content/audio/ssml/LEA-EY-ACT-0065-ITEM-02.ssml,content/audio/mp3/LEA-EY-ACT-0065-ITEM-02.mp3,Sort the card into 'animals'. Which card belongs?
LEA-EY-ACT-0065-ITEM-03,LEA-EY-ACT-0065,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Sort the cards into the correct group. Sort the card into 'school objects'. Which card belongs?,content/audio/ssml/LEA-EY-ACT-0065-ITEM-03.ssml,content/audio/mp3/LEA-EY-ACT-0065-ITEM-03.mp3,Sort the card into 'school objects'. Which card belongs?
LEA-EY-ACT-0065-ITEM-04,LEA-EY-ACT-0065,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Sort the cards into the correct group. Sort the card into 'animals'. Which card belongs?,content/audio/ssml/LEA-EY-ACT-0065-ITEM-04.ssml,content/audio/mp3/LEA-EY-ACT-0065-ITEM-04.mp3,Sort the card into 'animals'. Which card belongs?
LEA-EY-ACT-0065-ITEM-05,LEA-EY-ACT-0065,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Sort the cards into the correct group. Sort the card into 'school objects'. Which card belongs?,content/audio/ssml/LEA-EY-ACT-0065-ITEM-05.ssml,content/audio/mp3/LEA-EY-ACT-0065-ITEM-05.mp3,Sort the card into 'school objects'. Which card belongs?
LEA-EY-ACT-0065-ITEM-06,LEA-EY-ACT-0065,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Sort the cards into the correct group. Sort the card into 'animals'. Which card belongs?,content/audio/ssml/LEA-EY-ACT-0065-ITEM-06.ssml,content/audio/mp3/LEA-EY-ACT-0065-ITEM-06.mp3,Sort the card into 'animals'. Which card belongs?
LEA-EY-ACT-0065-ITEM-07,LEA-EY-ACT-0065,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Sort the cards into the correct group. Sort the card into 'school objects'. Which card belongs?,content/audio/ssml/LEA-EY-ACT-0065-ITEM-07.ssml,content/audio/mp3/LEA-EY-ACT-0065-ITEM-07.mp3,Sort the card into 'school objects'. Which card belongs?
LEA-EY-ACT-0065-ITEM-08,LEA-EY-ACT-0065,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Sort the cards into the correct group. Sort the card into 'animals'. Which card belongs?,content/audio/ssml/LEA-EY-ACT-0065-ITEM-08.ssml,content/audio/mp3/LEA-EY-ACT-0065-ITEM-08.mp3,Sort the card into 'animals'. Which card belongs?
LEA-EY-ACT-0066-ITEM-01,LEA-EY-ACT-0066,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen carefully and choose the best answer. Choose the best answer for compose and decompose within 10: then.,content/audio/ssml/LEA-EY-ACT-0066-ITEM-01.ssml,content/audio/mp3/LEA-EY-ACT-0066-ITEM-01.mp3,Choose the best answer for compose and decompose within 10: then.
LEA-EY-ACT-0066-ITEM-02,LEA-EY-ACT-0066,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen carefully and choose the best answer. Choose the best answer for compose and decompose within 10: rain.,content/audio/ssml/LEA-EY-ACT-0066-ITEM-02.ssml,content/audio/mp3/LEA-EY-ACT-0066-ITEM-02.mp3,Choose the best answer for compose and decompose within 10: rain.
LEA-EY-ACT-0066-ITEM-03,LEA-EY-ACT-0066,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen carefully and choose the best answer. Choose the best answer for compose and decompose within 10: goat.,content/audio/ssml/LEA-EY-ACT-0066-ITEM-03.ssml,content/audio/mp3/LEA-EY-ACT-0066-ITEM-03.mp3,Choose the best answer for compose and decompose within 10: goat.
LEA-EY-ACT-0066-ITEM-04,LEA-EY-ACT-0066,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen carefully and choose the best answer. Choose the best answer for compose and decompose within 10: seed.,content/audio/ssml/LEA-EY-ACT-0066-ITEM-04.ssml,content/audio/mp3/LEA-EY-ACT-0066-ITEM-04.mp3,Choose the best answer for compose and decompose within 10: seed.
LEA-EY-ACT-0066-ITEM-05,LEA-EY-ACT-0066,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen carefully and choose the best answer. Choose the best answer for compose and decompose within 10: moon.,content/audio/ssml/LEA-EY-ACT-0066-ITEM-05.ssml,content/audio/mp3/LEA-EY-ACT-0066-ITEM-05.mp3,Choose the best answer for compose and decompose within 10: moon.
LEA-EY-ACT-0066-ITEM-06,LEA-EY-ACT-0066,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen carefully and choose the best answer. Choose the best answer for compose and decompose within 10: book.,content/audio/ssml/LEA-EY-ACT-0066-ITEM-06.ssml,content/audio/mp3/LEA-EY-ACT-0066-ITEM-06.mp3,Choose the best answer for compose and decompose within 10: book.
LEA-EY-ACT-0066-ITEM-07,LEA-EY-ACT-0066,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen carefully and choose the best answer. Choose the best answer for compose and decompose within 10: park.,content/audio/ssml/LEA-EY-ACT-0066-ITEM-07.ssml,content/audio/mp3/LEA-EY-ACT-0066-ITEM-07.mp3,Choose the best answer for compose and decompose within 10: park.
LEA-EY-ACT-0066-ITEM-08,LEA-EY-ACT-0066,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen carefully and choose the best answer. Choose the best answer for compose and decompose within 10: play.,content/audio/ssml/LEA-EY-ACT-0066-ITEM-08.ssml,content/audio/mp3/LEA-EY-ACT-0066-ITEM-08.mp3,Choose the best answer for compose and decompose within 10: play.
LEA-EY-ACT-0067-ITEM-01,LEA-EY-ACT-0067,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Count the objects and group them correctly. Count the group. There are 9 stars. Which number matches?,content/audio/ssml/LEA-EY-ACT-0067-ITEM-01.ssml,content/audio/mp3/LEA-EY-ACT-0067-ITEM-01.mp3,Count the group. There are 9 stars. Which number matches?
LEA-EY-ACT-0067-ITEM-02,LEA-EY-ACT-0067,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Count the objects and group them correctly. Count the group. There are 10 stars. Which number matches?,content/audio/ssml/LEA-EY-ACT-0067-ITEM-02.ssml,content/audio/mp3/LEA-EY-ACT-0067-ITEM-02.mp3,Count the group. There are 10 stars. Which number matches?
LEA-EY-ACT-0067-ITEM-03,LEA-EY-ACT-0067,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Count the objects and group them correctly. Count the group. There are 1 stars. Which number matches?,content/audio/ssml/LEA-EY-ACT-0067-ITEM-03.ssml,content/audio/mp3/LEA-EY-ACT-0067-ITEM-03.mp3,Count the group. There are 1 stars. Which number matches?
LEA-EY-ACT-0067-ITEM-04,LEA-EY-ACT-0067,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Count the objects and group them correctly. Count the group. There are 2 stars. Which number matches?,content/audio/ssml/LEA-EY-ACT-0067-ITEM-04.ssml,content/audio/mp3/LEA-EY-ACT-0067-ITEM-04.mp3,Count the group. There are 2 stars. Which number matches?
LEA-EY-ACT-0067-ITEM-05,LEA-EY-ACT-0067,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Count the objects and group them correctly. Count the group. There are 3 stars. Which number matches?,content/audio/ssml/LEA-EY-ACT-0067-ITEM-05.ssml,content/audio/mp3/LEA-EY-ACT-0067-ITEM-05.mp3,Count the group. There are 3 stars. Which number matches?
LEA-EY-ACT-0067-ITEM-06,LEA-EY-ACT-0067,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Count the objects and group them correctly. Count the group. There are 4 stars. Which number matches?,content/audio/ssml/LEA-EY-ACT-0067-ITEM-06.ssml,content/audio/mp3/LEA-EY-ACT-0067-ITEM-06.mp3,Count the group. There are 4 stars. Which number matches?
LEA-EY-ACT-0067-ITEM-07,LEA-EY-ACT-0067,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Count the objects and group them correctly. Count the group. There are 5 stars. Which number matches?,content/audio/ssml/LEA-EY-ACT-0067-ITEM-07.ssml,content/audio/mp3/LEA-EY-ACT-0067-ITEM-07.mp3,Count the group. There are 5 stars. Which number matches?
LEA-EY-ACT-0067-ITEM-08,LEA-EY-ACT-0067,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Count the objects and group them correctly. Count the group. There are 6 stars. Which number matches?,content/audio/ssml/LEA-EY-ACT-0067-ITEM-08.ssml,content/audio/mp3/LEA-EY-ACT-0067-ITEM-08.mp3,Count the group. There are 6 stars. Which number matches?
